DRIVER_ID,DRIVER,DRIVER_CODE,CONSTRUCTOR_ID,CONSTRUCTOR,RACE_ID,RACE,YEAR,AVG_LAP_TIME,GAP_TO_FASTEST
13,Felipe Massa,MAS,15,Sauber,80,French Grand Prix,2005,95295.833333,16.978219047000
13,Felipe Massa,MAS,15,Sauber,81,British Grand Prix,2005,86294.423729,1.801290396000
32,Christian Klien,KLI,9,Red Bull,81,British Grand Prix,2005,87071.508475,2.578375142000
27,Christijan Albers,ALB,18,Minardi,88,Japanese Grand Prix,2005,109383.714286,8.587261456000
3,Nico Rosberg,ROS,3,Williams,53,Bahrain Grand Prix,2006,95600.842105,1.106017544000
34,Yuji Ide,IDE,8,Super Aguri,53,Bahrain Grand Prix,2006,121724.857143,27.230032582000
35,Jacques Villeneuve,VIL,2,BMW Sauber,57,European Grand Prix,2006,97468.816667,1.489400000000
18,Jenson Button,BUT,11,Honda,59,Monaco Grand Prix,2006,81535.506494,3.560902327000
35,Jacques Villeneuve,VIL,2,BMW Sauber,60,British Grand Prix,2006,87170.433333,1.304983333000
2,Nick Heidfeld,HEI,2,BMW Sauber,63,French Grand Prix,2006,80302.782609,1.334168323000
30,Michael Schumacher,MSC,6,Ferrari,67,Italian Grand Prix,2006,84754.245283,0.000000000000
17,Mark Webber,WEB,9,Red Bull,37,Malaysian Grand Prix,2007,100508.678571,1.670642857000
21,Giancarlo Fisichella,FIS,4,Renault,44,British Grand Prix,2007,84695.879310,1.592930157000
16,Adrian Sutil,SUT,10,Force India,20,Bahrain Grand Prix,2008,100028.127273,4.116372887000
14,David Coulthard,COU,9,Red Bull,21,Spanish Grand Prix,2008,91526.784615,2.495403663000
2,Nick Heidfeld,HEI,2,BMW Sauber,33,Japanese Grand Prix,2008,81731.522388,1.696772388000
17,Mark Webber,WEB,9,Red Bull,34,Chinese Grand Prix,2008,100175.446429,1.650392858000
20,Sebastian Vettel,VET,9,Red Bull,1,Australian Grand Prix,2009,96325.446429,4.503211135000
20,Sebastian Vettel,VET,9,Red Bull,4,Bahrain Grand Prix,2009,96760.859649,0.126087719000
3,Nico Rosberg,ROS,3,Williams,10,Hungarian Grand Prix,2009,84726.328571,0.385242857000
10,Timo Glock,GLO,7,Toyota,12,Belgian Grand Prix,2009,115283.750000,0.942954545000
153,Jaime Alguersuari,ALG,5,Toro Rosso,15,Japanese Grand Prix,2009,96049.395349,0.000000000000
22,Rubens Barrichello,BAR,23,Brawn,15,Japanese Grand Prix,2009,100209.132075,4.159736726000
55,Jean Alesi,ALE,22,Benetton,214,French Grand Prix,1997,83517.041667,2.606208334000
50,Jos Verstappen,VER,25,Tyrrell,214,French Grand Prix,1997,83442.400000,2.531566667000
49,Heinz-Harald Frentzen,FRE,3,Williams,217,Hungarian Grand Prix,1997,81152.793103,0.000000000000
25,Alexander Wurz,WUR,22,Benetton,191,Australian Grand Prix,1998,97431.771930,2.500806413000
68,Toranosuke Takagi,TAK,25,Tyrrell,193,Argentine Grand Prix,1998,94513.457143,4.011026587000
14,David Coulthard,COU,1,McLaren,194,San Marino Grand Prix,1998,91364.403226,0.000000000000
44,Olivier Panis,PAN,20,Prost,194,San Marino Grand Prix,1998,93274.482143,1.910078917000
21,Giancarlo Fisichella,FIS,22,Benetton,205,Luxembourg Grand Prix,1998,83524.611940,0.915820895000
73,Ricardo Rosset,ROS,25,Tyrrell,205,Luxembourg Grand Prix,1998,86939.805556,4.331014511000
75,Shinji Nakano,NAK,18,Minardi,205,Luxembourg Grand Prix,1998,85793.692308,3.184901263000
69,Luca Badoer,BAD,18,Minardi,178,Monaco Grand Prix,1999,91401.300000,7.147300000000
68,Toranosuke Takagi,TAK,21,Arrows,180,Canadian Grand Prix,1999,90827.073171,3.276550094000
35,Jacques Villeneuve,VIL,16,BAR,181,French Grand Prix,1999,87702.600000,7.106155556000
71,Damon Hill,HIL,17,Jordan,183,Austrian Grand Prix,1999,75852.714286,1.311334004000
25,Alexander Wurz,WUR,22,Benetton,184,German Grand Prix,1999,110042.822222,0.740733333000
44,Olivier Panis,PAN,20,Prost,183,Austrian Grand Prix,1999,76000.500000,1.459119718000
23,Ralf Schumacher,SCH,3,Williams,164,Monaco Grand Prix,2000,84997.972973,0.921772973000
14,David Coulthard,COU,1,McLaren,166,French Grand Prix,2000,81743.583333,0.000000000000
18,Jenson Button,BUT,3,Williams,166,French Grand Prix,2000,83139.394366,1.395811033000
2,Nick Heidfeld,HEI,20,Prost,168,German Grand Prix,2000,114856.400000,5.992650000000
49,Heinz-Harald Frentzen,FRE,17,Jordan,141,Australian Grand Prix,2001,103092.068966,5.976818966000
14,David Coulthard,COU,1,McLaren,148,Canadian Grand Prix,2001,83870.592593,2.147592593000
31,Juan Pablo Montoya,MON,3,Williams,150,French Grand Prix,2001,78353.365385,0.358420941000
817,Daniel Ricciardo,RIC,4,Renault,1034,British Grand Prix,2020,101941.019231,0.377884616000
848,Alexander Albon,ALB,9,Red Bull,1037,Belgian Grand Prix,2020,115715.295455,1.987295455000
846,Lando Norris,NOR,1,McLaren,1037,Belgian Grand Prix,2020,115739.431818,2.011431818000
846,Lando Norris,NOR,1,McLaren,1039,Tuscan Grand Prix,2020,142270.220339,11.490506053000
832,Carlos Sainz,SAI,1,McLaren,1041,Eifel Grand Prix,2020,96192.433333,1.536457143000
842,Pierre Gasly,GAS,213,AlphaTauri,1041,Eifel Grand Prix,2020,96206.783333,1.550807143000
832,Carlos Sainz,SAI,1,McLaren,1043,Emilia Romagna Grand Prix,2020,84645.396825,4.972436825000
815,Sergio Pérez,PER,211,Racing Point,1047,Abu Dhabi Grand Prix,2020,106629.375000,1.381284091000
830,Max Verstappen,VER,9,Red Bull,1054,Portuguese Grand Prix,2021,86372.257576,0.441636364000
832,Carlos Sainz,SAI,6,Ferrari,1057,Azerbaijan Grand Prix,2021,157335.666667,49.223183908000
848,Alexander Albon,ALB,3,Williams,1077,Emilia Romagna Grand Prix,2022,89386.500000,1.640690476000
848,Alexander Albon,ALB,3,Williams,1080,Monaco Grand Prix,2022,120910.666667,17.264583334000
844,Charles Leclerc,LEC,6,Ferrari,1083,British Grand Prix,2022,159208.788462,0.164346154000
3,Nico Rosberg,ROS,131,Mercedes,908,British Grand Prix,2014,229456.714286,59.993368132000
4,Fernando Alonso,ALO,6,Ferrari,910,Hungarian Grand Prix,2014,97004.042857,0.074642857000
807,Nico Hülkenberg,HUL,10,Force India,912,Italian Grand Prix,2014,90997.018868,1.369924528000
817,Daniel Ricciardo,RIC,9,Red Bull,914,Japanese Grand Prix,2014,153223.613636,0.882227272000
155,Kamui Kobayashi,KOB,207,Caterham,914,Japanese Grand Prix,2014,159049.325581,6.707939217000
825,Kevin Magnussen,MAG,1,McLaren,915,Russian Grand Prix,2014,104987.924528,1.011622641000
813,Pastor Maldonado,MAL,208,Lotus F1,918,Abu Dhabi Grand Prix,2014,110981.538462,2.933920280000
154,Romain Grosjean,GRO,208,Lotus F1,938,Italian Grand Prix,2015,95106.000000,6.791132075000
822,Valtteri Bottas,BOT,3,Williams,940,Japanese Grand Prix,2015,100438.754717,0.693320755000
64,Pedro Diniz,DIN,27,Ligier,225,Brazilian Grand Prix,1996,96055.159420,3.196342519000
64,Pedro Diniz,DIN,27,Ligier,227,European Grand Prix,1996,86014.196970,2.335495477000
35,Jacques Villeneuve,VIL,3,Williams,231,Canadian Grand Prix,1996,83589.101449,0.060623188000
50,Jos Verstappen,VER,29,Footwork,231,Canadian Grand Prix,1996,86937.400000,3.408921739000
55,Jean Alesi,ALE,22,Benetton,235,Hungarian Grand Prix,1996,83965.597403,1.094857143000
14,David Coulthard,COU,1,McLaren,235,Hungarian Grand Prix,1996,83936.608696,1.065868436000
50,Jos Verstappen,VER,29,Footwork,236,Belgian Grand Prix,1996,120025.909091,0.000000000000
15,Jarno Trulli,TRU,18,Minardi,208,Brazilian Grand Prix,1997,81888.746479,1.791663146000
21,Giancarlo Fisichella,FIS,6,Ferrari,17,Abu Dhabi Grand Prix,2009,104572.166667,1.964639394000
154,Romain Grosjean,GRO,4,Renault,17,Abu Dhabi Grand Prix,2009,104655.481481,2.047954208000
10,Timo Glock,GLO,166,Virgin,343,Turkish Grand Prix,2010,97145.545455,5.290028214000
22,Rubens Barrichello,BAR,3,Williams,347,German Grand Prix,2010,79970.106061,1.479598598000
825,Kevin Magnussen,MAG,4,Renault,951,Russian Grand Prix,2016,107187.326923,2.243987300000
815,Sergio Pérez,PER,10,Force India,952,Spanish Grand Prix,2016,93629.621212,1.205121212000
13,Felipe Massa,MAS,3,Williams,956,Austrian Grand Prix,2016,75713.904762,3.554712454000
835,Jolyon Palmer,PAL,4,Renault,957,British Grand Prix,2016,120840.567568,11.305356030000
18,Jenson Button,BUT,1,McLaren,958,Hungarian Grand Prix,2016,89144.200000,2.999700000000
821,Esteban Gutiérrez,GUT,210,Haas F1 Team,961,Italian Grand Prix,2016,89854.192308,2.154399855000
44,Olivier Panis,PAN,16,BAR,152,German Grand Prix,2001,106120.000000,2.212695652000
11,Takuma Sato,SAT,17,Jordan,126,Brazilian Grand Prix,2002,79886.246377,2.369866095000
44,Olivier Panis,PAN,16,BAR,130,Monaco Grand Prix,2002,84208.725490,2.938789593000
15,Jarno Trulli,TRU,4,Renault,128,Spanish Grand Prix,2002,85274.587302,1.736418071000
22,Rubens Barrichello,BAR,6,Ferrari,135,German Grand Prix,2002,79033.925373,0.346194030000
13,Felipe Massa,MAS,15,Sauber,135,German Grand Prix,2002,80538.363636,1.850632293000
44,Olivier Panis,PAN,7,Toyota,111,San Marino Grand Prix,2003,87078.803279,1.723029085000
17,Mark Webber,WEB,19,Jaguar,112,Spanish Grand Prix,2003,88170.750000,1.602550000000
31,Juan Pablo Montoya,MON,3,Williams,122,United States Grand Prix,2003,78945.611111,3.647182540000
17,Mark Webber,WEB,19,Jaguar,101,German Grand Prix,2004,76908.424242,0.622848484000
39,Narain Karthikeyan,KAR,17,Jordan,71,Australian Grand Prix,2005,91982.309091,3.257116109000
4,Fernando Alonso,ALO,214,Alpine F1 Team,1095,São Paulo Grand Prix,2022,83431.056338,0.719416338000
815,Sergio Pérez,PER,9,Red Bull,1100,Australian Grand Prix,2023,157960.189655,54.986689655000
848,Alexander Albon,ALB,3,Williams,1105,Spanish Grand Prix,2023,81625.353846,1.656565967000
822,Valtteri Bottas,BOT,51,Alfa Romeo,1105,Spanish Grand Prix,2023,81967.430769,1.998642890000
844,Charles Leclerc,LEC,6,Ferrari,1105,Spanish Grand Prix,2023,81096.348485,1.127560606000
852,Yuki Tsunoda,TSU,213,AlphaTauri,1109,Hungarian Grand Prix,2023,86089.521739,1.966178882000
815,Sergio Pérez,PER,9,Red Bull,1126,Miami Grand Prix,2024,95868.877193,0.257017544000
822,Valtteri Bottas,BOT,15,Sauber,1132,British Grand Prix,2024,97821.176471,2.685426471000
855,Guanyu Zhou,ZHO,15,Sauber,1137,Azerbaijan Grand Prix,2024,112291.137255,3.695259704000
822,Valtteri Bottas,BOT,15,Sauber,1143,Qatar Grand Prix,2024,96764.315789,0.881456140000
8,Kimi Räikkönen,RAI,6,Ferrari,964,Japanese Grand Prix,2016,98711.377358,0.535283018000
807,Nico Hülkenberg,HUL,10,Force India,965,United States Grand Prix,2016,143182.000000,37.956678571000
828,Marcus Ericsson,ERI,15,Sauber,966,Mexican Grand Prix,2016,86659.700000,1.710376056000
1,Lewis Hamilton,HAM,131,Mercedes,971,Bahrain Grand Prix,2017,98947.964912,1.448874003000
839,Esteban Ocon,OCO,10,Force India,971,Bahrain Grand Prix,2017,100510.263158,3.011172249000
1,Lewis Hamilton,HAM,131,Mercedes,972,Russian Grand Prix,2017,102405.057692,0.698461538000
836,Pascal Wehrlein,WEH,15,Sauber,978,British Grand Prix,2017,98982.120000,3.150159216000
814,Paul di Resta,DIR,3,Williams,979,Hungarian Grand Prix,2017,88969.983333,3.445511904000
836,Pascal Wehrlein,WEH,15,Sauber,984,Japanese Grand Prix,2017,103479.039216,4.399907141000
4,Fernando Alonso,ALO,1,McLaren,985,United States Grand Prix,2017,104177.458333,3.624047619000
8,Kimi Räikkönen,RAI,6,Ferrari,1000,Hungarian Grand Prix,2018,83664.685714,0.287157143000
815,Sergio Pérez,PER,10,Force India,1003,Singapore Grand Prix,2018,112818.183333,3.447511202000
844,Charles Leclerc,LEC,15,Sauber,1009,Abu Dhabi Grand Prix,2018,110384.927273,1.650709091000
846,Lando Norris,NOR,1,McLaren,1013,Azerbaijan Grand Prix,2019,110062.941176,1.966039215000
825,Kevin Magnussen,MAG,210,Haas F1 Team,1014,Spanish Grand Prix,2019,87554.575758,2.520257576000
826,Daniil Kvyat,KVY,5,Toro Rosso,1014,Spanish Grand Prix,2019,87628.772727,2.594454545000
20,Sebastian Vettel,VET,6,Ferrari,1018,Austrian Grand Prix,2019,69597.633803,0.276197183000
822,Valtteri Bottas,BOT,131,Mercedes,1022,Belgian Grand Prix,2019,114506.704545,0.286022727000
815,Sergio Pérez,PER,211,Racing Point,1025,Russian Grand Prix,2019,106938.113208,1.963882439000
9,Robert Kubica,KUB,3,Williams,1025,Russian Grand Prix,2019,110796.714286,5.822483517000
822,Valtteri Bottas,BOT,131,Mercedes,1026,Japanese Grand Prix,2019,94360.673077,0.000000000000
815,Sergio Pérez,PER,211,Racing Point,1027,Mexican Grand Prix,2019,82855.253521,1.039704225000
1,Lewis Hamilton,HAM,131,Mercedes,1030,Abu Dhabi Grand Prix,2019,102649.363636,0.000000000000
20,Sebastian Vettel,VET,6,Ferrari,1031,Austrian Grand Prix,2020,77187.098592,5.424431925000
846,Lando Norris,NOR,1,McLaren,1032,Styrian Grand Prix,2020,70875.394366,0.865774648000
815,Sergio Pérez,PER,15,Sauber,845,Spanish Grand Prix,2011,92209.307692,2.159292540000
153,Jaime Alguersuari,ALG,5,Toro Rosso,851,Hungarian Grand Prix,2011,93649.376812,2.187419669000
5,Heikki Kovalainen,KOV,205,Lotus,852,Belgian Grand Prix,2011,121454.790698,3.163707365000
13,Felipe Massa,MAS,6,Ferrari,856,Korean Grand Prix,2011,107402.309091,0.456963636000
817,Daniel Ricciardo,RIC,164,HRT,859,Brazilian Grand Prix,2011,82464.161765,4.471711061000
811,Bruno Senna,SEN,3,Williams,861,Malaysian Grand Prix,2012,177312.125000,43.596791667000
39,Narain Karthikeyan,KAR,164,HRT,867,European Grand Prix,2012,112101.821429,2.979667583000
814,Paul di Resta,DIR,10,Force India,868,British Grand Prix,2012,148087.500000,49.793500000000
807,Nico Hülkenberg,HUL,10,Force India,872,Italian Grand Prix,2012,91527.580000,1.315863019000
807,Nico Hülkenberg,HUL,10,Force India,873,Singapore Grand Prix,2012,124161.983051,6.349301233000
154,Romain Grosjean,GRO,208,Lotus F1,874,Japanese Grand Prix,2012,103006.431373,2.322620052000
13,Felipe Massa,MAS,6,Ferrari,876,Indian Grand Prix,2012,91923.633333,0.744566666000
819,Charles Pic,PIC,206,Marussia,879,Brazilian Grand Prix,2012,90451.514286,5.130514286000
3,Nico Rosberg,ROS,131,Mercedes,882,Chinese Grand Prix,2013,109138.476190,5.800172619000
817,Daniel Ricciardo,RIC,5,Toro Rosso,883,Bahrain Grand Prix,2013,102974.714286,1.913345865000
13,Felipe Massa,MAS,6,Ferrari,884,Spanish Grand Prix,2013,90646.136364,0.394681819000
3,Nico Rosberg,ROS,131,Mercedes,887,British Grand Prix,2013,107297.230769,0.906889306000
16,Adrian Sutil,SUT,10,Force India,888,German Grand Prix,2013,102207.483333,1.849150000000
819,Charles Pic,PIC,207,Caterham,892,Italian Grand Prix,2013,91497.519231,2.566349420000
822,Valtteri Bottas,BOT,3,Williams,895,Japanese Grand Prix,2013,100562.557692,2.273859579000
818,Jean-Éric Vergne,VER,5,Toro Rosso,899,Brazilian Grand Prix,2013,79827.257143,1.569510664000
817,Daniel Ricciardo,RIC,9,Red Bull,900,Australian Grand Prix,2014,98302.368421,0.430263158000
16,Adrian Sutil,SUT,15,Sauber,901,Malaysian Grand Prix,2014,111436.593750,3.829915179000
826,Daniil Kvyat,KVY,5,Toro Rosso,902,Bahrain Grand Prix,2014,105685.701754,1.806351754000
155,Kamui Kobayashi,KOB,207,Caterham,903,Chinese Grand Prix,2014,107412.909091,3.612730520000
18,Jenson Button,BUT,1,McLaren,904,Spanish Grand Prix,2014,93807.184615,1.910896736000
23,Ralf Schumacher,SCH,7,Toyota,74,San Marino Grand Prix,2005,86415.516129,1.545822581000
17,Mark Webber,WEB,3,Williams,75,Spanish Grand Prix,2005,80384.424242,1.038515151000
39,Narain Karthikeyan,KAR,17,Jordan,76,Monaco Grand Prix,2005,91456.333333,12.666289855000
35,Jacques Villeneuve,VIL,15,Sauber,82,German Grand Prix,2005,81410.343750,4.513743750000
26,Scott Speed,SPE,5,Toro Rosso,53,Bahrain Grand Prix,2006,96461.446429,1.966621868000
21,Giancarlo Fisichella,FIS,4,Renault,59,Monaco Grand Prix,2006,80579.333333,2.604729166000
33,Tiago Monteiro,TMO,13,MF1,59,Monaco Grand Prix,2006,82353.118421,4.378514254000
37,Pedro de la Rosa,DLR,1,McLaren,66,Turkish Grand Prix,2006,92706.724138,0.791517241000
37,Pedro de la Rosa,DLR,1,McLaren,69,Japanese Grand Prix,2006,97040.057692,2.470002136000
11,Takuma Sato,SAT,8,Super Aguri,36,Australian Grand Prix,2007,90693.087719,2.266018753000
25,Alexander Wurz,WUR,3,Williams,38,Bahrain Grand Prix,2007,100337.607143,1.960151003000
13,Felipe Massa,MAS,6,Ferrari,47,Turkish Grand Prix,2007,89692.431034,0.000000000000
16,Adrian Sutil,SUT,12,Spyker,48,Italian Grand Prix,2007,92096.846154,3.081638607000
5,Heikki Kovalainen,KOV,1,McLaren,22,Turkish Grand Prix,2008,91428.280702,1.610160012000
2,Nick Heidfeld,HEI,2,BMW Sauber,25,French Grand Prix,2008,79604.628571,0.886842857000
4,Fernando Alonso,ALO,4,Renault,30,Belgian Grand Prix,2008,113497.090909,2.477257576000
1,Lewis Hamilton,HAM,1,McLaren,31,Italian Grand Prix,2008,98818.981132,0.564377358000
17,Mark Webber,WEB,9,Red Bull,33,Japanese Grand Prix,2008,81682.134328,1.647384328000
22,Rubens Barrichello,BAR,23,Brawn,2,Malaysian Grand Prix,2009,108967.161290,1.527741935000
7,Sébastien Bourdais,BOU,5,Toro Rosso,3,Chinese Grand Prix,2009,127815.017857,1.681357143000
154,Romain Grosjean,GRO,4,Renault,15,Japanese Grand Prix,2009,102303.807692,6.254412343000
35,Jacques Villeneuve,VIL,3,Williams,211,Monaco Grand Prix,1997,122844.312500,6.624086694000
79,Ukyo Katayama,KAT,18,Minardi,212,Spanish Grand Prix,1997,89418.727273,4.482852273000
71,Damon Hill,HIL,21,Arrows,213,Canadian Grand Prix,1997,87973.226415,1.664967156000
15,Jarno Trulli,TRU,18,Minardi,213,Canadian Grand Prix,1997,88141.687500,1.833428241000
63,Mika Salo,SAL,25,Tyrrell,217,Hungarian Grand Prix,1997,85076.720000,3.923926897000
14,David Coulthard,COU,1,McLaren,193,Argentine Grand Prix,1998,91610.083333,1.107652777000
15,Jarno Trulli,TRU,20,Prost,193,Argentine Grand Prix,1998,93691.114286,3.188683730000
49,Heinz-Harald Frentzen,FRE,3,Williams,199,British Grand Prix,1998,99008.000000,0.000000000000
44,Olivier Panis,PAN,20,Prost,201,German Grand Prix,1998,111642.795455,3.909817677000
30,Michael Schumacher,MSC,6,Ferrari,203,Belgian Grand Prix,1998,134863.800000,0.000000000000
22,Rubens Barrichello,BAR,24,Stewart,205,Luxembourg Grand Prix,1998,85363.230769,2.754439724000
49,Heinz-Harald Frentzen,FRE,3,Williams,206,Japanese Grand Prix,1998,104243.000000,1.448176471000
68,Toranosuke Takagi,TAK,21,Arrows,177,San Marino Grand Prix,1999,95726.586207,5.967056795000
57,Mika Häkkinen,HÄK,1,McLaren,182,British Grand Prix,1999,97115.857143,4.613457143000
70,Alessandro Zanardi,ZAN,3,Williams,186,Belgian Grand Prix,1999,118410.886364,1.523227273000
55,Jean Alesi,ALE,20,Prost,161,British Grand Prix,2000,90833.677966,1.998544633000
22,Rubens Barrichello,BAR,6,Ferrari,163,European Grand Prix,2000,92868.727273,3.001727273000
64,Pedro Diniz,DIN,15,Sauber,163,European Grand Prix,2000,94641.646154,4.774646154000
65,Johnny Herbert,HER,19,Jaguar,167,Austrian Grand Prix,2000,76048.671429,1.459685514000
56,Eddie Irvine,IRV,19,Jaguar,169,Hungarian Grand Prix,2000,83697.710526,1.439671565000
35,Jacques Villeneuve,VIL,16,BAR,170,Belgian Grand Prix,2000,121974.409091,1.645000000000
8,Kimi Räikkönen,RAI,15,Sauber,145,Spanish Grand Prix,2001,85278.646154,1.926333654000
37,Pedro de la Rosa,DLR,19,Jaguar,147,Monaco Grand Prix,2001,86109.388889,3.512452992000
18,Jenson Button,BUT,22,Benetton,148,Canadian Grand Prix,2001,87312.647059,5.589647059000
54,Luciano Burti,BUR,20,Prost,148,Canadian Grand Prix,2001,83889.132353,2.166132353000
1,Lewis Hamilton,HAM,131,Mercedes,1035,70th Anniversary Grand Prix,2020,92179.211538,0.217807692000
825,Kevin Magnussen,MAG,210,Haas F1 Team,1046,Sakhir Grand Prix,2020,63304.413793,0.372068965000
8,Kimi Räikkönen,RAI,51,Alfa Romeo,1046,Sakhir Grand Prix,2020,63232.954023,0.300609195000
830,Max Verstappen,VER,9,Red Bull,1047,Abu Dhabi Grand Prix,2020,105248.090909,0.000000000000
1,Lewis Hamilton,HAM,131,Mercedes,1053,Emilia Romagna Grand Prix,2021,117088.857143,15.124023810000
822,Valtteri Bottas,BOT,131,Mercedes,1054,Portuguese Grand Prix,2021,86438.651515,0.508030303000
8,Kimi Räikkönen,RAI,51,Alfa Romeo,1056,Monaco Grand Prix,2021,77671.090909,1.558013986000
830,Max Verstappen,VER,9,Red Bull,1059,French Grand Prix,2021,98976.792453,0.000000000000
854,Mick Schumacher,MSC,210,Haas F1 Team,1064,Dutch Grand Prix,2021,79249.217391,4.174286835000
832,Carlos Sainz,SAI,6,Ferrari,1079,Spanish Grand Prix,2022,89177.015152,0.684969697000
842,Pierre Gasly,GAS,213,AlphaTauri,1080,Monaco Grand Prix,2022,110071.156250,6.425072917000
825,Kevin Magnussen,MAG,210,Haas F1 Team,1082,Canadian Grand Prix,2022,83570.528571,2.204528571000
852,Yuki Tsunoda,TSU,213,AlphaTauri,1083,British Grand Prix,2022,159831.173077,0.786730769000
1,Lewis Hamilton,HAM,131,Mercedes,1084,Austrian Grand Prix,2022,71908.859155,0.748394869000
813,Pastor Maldonado,MAL,208,Lotus F1,913,Singapore Grand Prix,2014,121195.166667,1.115250000000
1,Lewis Hamilton,HAM,131,Mercedes,915,Russian Grand Prix,2014,103976.301887,0.000000000000
18,Jenson Button,BUT,1,McLaren,918,Abu Dhabi Grand Prix,2014,109144.600000,1.096981818000
829,Will Stevens,STE,209,Manor Marussia,932,Canadian Grand Prix,2015,83917.772727,5.158558441000
3,Nico Rosberg,ROS,131,Mercedes,934,British Grand Prix,2015,105743.942308,1.229103598000
815,Sergio Pérez,PER,10,Force India,937,Belgian Grand Prix,2015,118008.930233,1.255744186000
807,Nico Hülkenberg,HUL,10,Force India,949,Bahrain Grand Prix,2016,101132.928571,2.629489975000
35,Jacques Villeneuve,VIL,3,Williams,224,Australian Grand Prix,1996,96698.465517,0.655517241000
49,Heinz-Harald Frentzen,FRE,15,Sauber,225,Brazilian Grand Prix,1996,101033.888889,8.175071988000
63,Mika Salo,SAL,25,Tyrrell,225,Brazilian Grand Prix,1996,94661.642857,1.802825956000
30,Michael Schumacher,MSC,6,Ferrari,230,Spanish Grand Prix,1996,110604.723077,0.000000000000
24,Vitantonio Liuzzi,LIU,10,Force India,17,Abu Dhabi Grand Prix,2009,104324.800000,1.717272727000
18,Jenson Button,BUT,1,McLaren,338,Australian Grand Prix,2010,96836.741379,0.000000000000
812,Karun Chandhok,CHA,164,HRT,340,Chinese Grand Prix,2010,124211.750000,9.887410714000
4,Fernando Alonso,ALO,6,Ferrari,341,Spanish Grand Prix,2010,87396.454545,0.364621212000
10,Timo Glock,GLO,166,Virgin,347,German Grand Prix,2010,82857.125000,4.366617537000
18,Jenson Button,BUT,1,McLaren,353,Korean Grand Prix,2010,185286.345455,1.635254546000
807,Nico Hülkenberg,HUL,10,Force India,917,Brazilian Grand Prix,2014,76992.802817,0.900478873000
832,Carlos Sainz,SAI,5,Toro Rosso,950,Chinese Grand Prix,2016,107464.607143,1.502267857000
835,Jolyon Palmer,PAL,4,Renault,951,Russian Grand Prix,2016,107656.000000,2.712660377000
18,Jenson Button,BUT,1,McLaren,953,Monaco Grand Prix,2016,93353.025974,1.441064436000
4,Fernando Alonso,ALO,18,Minardi,152,German Grand Prix,2001,108674.204545,4.766900197000
54,Luciano Burti,BUR,20,Prost,153,Hungarian Grand Prix,2001,84711.625000,5.365196429000
22,Rubens Barrichello,BAR,6,Ferrari,130,Monaco Grand Prix,2002,82557.805195,1.287869298000
13,Felipe Massa,MAS,15,Sauber,133,British Grand Prix,2002,93943.711864,3.452600753000
15,Jarno Trulli,TRU,4,Renault,133,British Grand Prix,2002,99514.068966,9.022957855000
8,Kimi Räikkönen,RAI,1,McLaren,134,French Grand Prix,2002,76818.625000,0.015333333000
15,Jarno Trulli,TRU,4,Renault,136,Hungarian Grand Prix,2002,80489.328947,1.151653622000
8,Kimi Räikkönen,RAI,1,McLaren,139,United States Grand Prix,2002,76030.640000,1.127434521000
17,Mark Webber,WEB,19,Jaguar,111,San Marino Grand Prix,2003,88267.444444,2.911670250000
8,Kimi Räikkönen,RAI,1,McLaren,115,Canadian Grand Prix,2003,79201.328571,1.007171428000
4,Fernando Alonso,ALO,4,Renault,115,Canadian Grand Prix,2003,78258.171429,0.064014286000
31,Juan Pablo Montoya,MON,3,Williams,116,European Grand Prix,2003,95007.383333,0.280350000000
42,Antônio Pizzonia,PIZ,19,Jaguar,118,British Grand Prix,2003,93053.406250,4.427506250000
30,Michael Schumacher,MSC,6,Ferrari,122,United States Grand Prix,2003,76931.465753,1.633037182000
13,Felipe Massa,MAS,15,Sauber,90,Australian Grand Prix,2004,89732.750000,2.564525862000
47,Zsolt Baumgartner,BAU,18,Minardi,93,San Marino Grand Prix,2004,89656.827586,6.113763070000
30,Michael Schumacher,MSC,6,Ferrari,101,German Grand Prix,2004,76285.575758,0.000000000000
31,Juan Pablo Montoya,MON,3,Williams,102,Hungarian Grand Prix,2004,82696.342857,0.894471428000
47,Zsolt Baumgartner,BAU,18,Minardi,102,Hungarian Grand Prix,2004,88682.907692,6.881036263000
839,Esteban Ocon,OCO,214,Alpine F1 Team,1093,United States Grand Prix,2022,110795.750000,5.026812500000
832,Carlos Sainz,SAI,6,Ferrari,1095,São Paulo Grand Prix,2022,83353.450704,0.641810704000
852,Yuki Tsunoda,TSU,213,AlphaTauri,1095,São Paulo Grand Prix,2022,84947.785714,2.236145714000
842,Pierre Gasly,GAS,213,AlphaTauri,1096,Abu Dhabi Grand Prix,2022,92744.964912,1.953344222000
839,Esteban Ocon,OCO,214,Alpine F1 Team,1110,Belgian Grand Prix,2023,114208.386364,1.698159091000
848,Alexander Albon,ALB,3,Williams,1111,Dutch Grand Prix,2023,120271.750000,36.056588710000
825,Kevin Magnussen,MAG,210,Haas F1 Team,1111,Dutch Grand Prix,2023,120428.069444,36.212908154000
815,Sergio Pérez,PER,9,Red Bull,1113,Singapore Grand Prix,2023,104063.741935,0.879580645000
844,Charles Leclerc,LEC,6,Ferrari,1115,Qatar Grand Prix,2023,92949.894737,0.683789474000
842,Pierre Gasly,GAS,214,Alpine F1 Team,1117,Mexico City Grand Prix,2023,104465.098592,17.819517947000
